phi,threshold,region,Y,w,R,wage_bill,capital_income,identity_gap
0.258,0.9090909090909091,1,1.4520951110067255,-5.808377491908057,-2.9521188457637735e-07,-5.808377491908057,-2.9521188457637736e-06,7.2604755550336275
0.26,0.9090909090909091,1,1.4570024840526268,-5.8280068156817295,-3.1205287789027054e-07,-5.8280068156817295,-3.1205287789027055e-06,7.285012420263135
0.262,0.9090909090909091,1,1.461939789745333,-5.847755861260556,-3.297720776227095e-07,-5.847755861260556,-3.297720776227095e-06,7.309698948726665
0.264,0.9090909090909091,1,1.466907292503664,-5.867625685895786,-3.4841188701438357e-07,-5.867625685895786,-3.484118870143836e-06,7.33453646251832
0.266,0.9090909090909091,1,1.471905259808648,-5.88761735906815,-3.6801664405469375e-07,-5.88761735906815,-3.6801664405469374e-06,7.359526299043239
0.268,0.9090909090909091,1,1.4769339622474273,-5.907731962662639,-3.88632707071511e-07,-5.907731962662639,-3.88632707071511e-06,7.384669811237137
0.27,0.9090909090909091,1,1.481993673557912,-5.927970591146209,-4.1030854408650423e-07,-5.927970591146209,-4.103085440865042e-06,7.409968367789562
0.272,0.9090909090909091,1,1.4870846706741996,-5.948334351748536,-4.3309482610411126e-07,-5.948334351748536,-4.330948261041112e-06,7.435423353370997
0.274,0.9090909090909091,1,1.4922072337727772,-5.968824364645863,-4.570445245099381e-07,-5.968824364645863,-4.570445245099381e-06,7.461036168863886
0.276,0.9090909090909091,1,1.4973616463195172,-5.9894417631479415,-4.822130127624427e-07,-5.9894417631479415,-4.822130127624427e-06,7.4868082315975855
0.278,0.9090909090909091,1,1.502548195117487,-6.0101876938882235,-5.086581725702328e-07,-6.0101876938882235,-5.086581725702329e-06,7.512740975587436
0.28,0.9090909090909091,1,1.5077671703555875,-6.031063317017302,-5.364405047561658e-07,-6.031063317017302,-5.364405047561658e-06,7.538835851777937
0.28200000000000003,0.9090909090909091,1,1.5130188656580357,-6.052069806399694,-5.656232450187334e-07,-6.052069806399694,-5.656232450187334e-06,7.56509432829018
0.28400000000000003,0.9090909090909091,1,1.5183035781347094,-6.07320834981399,-5.962724848109434e-07,-6.07320834981399,-5.962724848109433e-06,7.591517890673548
0.28600000000000003,0.9090909090909091,1,1.5236216084323735,-6.094480149156518,-6.284572975671279e-07,-6.094480149156518,-6.284572975671279e-06,7.618108042161867
0.28800000000000003,0.9090909090909091,1,1.5289732607868014,-6.115886420648501,-6.622498705187812e-07,-6.115886420648501,-6.622498705187811e-06,7.644866303934007
0.29,0.9090909090909091,1,1.5343588430758137,-6.13742839504683,-6.977256423517543e-07,-6.13742839504683,-6.977256423517543e-06,7.671794215379067
0.292,0.9090909090909091,1,1.5397786668732514,-6.159107317858536,-7.349634469688854e-07,-6.159107317858536,-7.349634469688854e-06,7.698893334366257
0.294,0.9090909090909091,1,1.545233047503901,-6.180924449558965,-7.740456636344349e-07,-6.180924449558965,-7.74045663634435e-06,7.726165237519503
0.296,0.9090909090909091,1,1.550722304099395,-6.202881065813841,-8.15058373789662e-07,-6.202881065813841,-8.150583737896621e-06,7.753611520496974
0.298,0.9090909090909091,1,1.556246759655104,-6.224978457705168,-8.580915248423622e-07,-6.224978457705168,-8.580915248423622e-06,7.781233798275521
0.3,0.9090909090909091,1,1.5618067410880423,-6.247217931961155,-9.032391012474332e-07,-6.247217931961155,-9.032391012474333e-06,7.809033705440211
0.302,0.9090909090909091,1,1.5674025792958095,-6.269600811190206,-9.505993032104097e-07,-6.269600811190206,-9.505993032104098e-06,7.837012896479047
0.304,0.9090909090909091,1,1.5730346092165857,-6.292128434119007,-1.0002747333615218e-06,-6.292128434119007,-1.0002747333615219e-05,7.865173046082926
0.306,0.9090909090909091,1,1.5787031698902072,-6.3148021558349114,-1.0523725917642495e-06,-6.3148021558349114,-1.0523725917642495e-05,7.8935158494510365
0.308,0.9090909090909091,1,1.5844086045203405,-6.337623348032567,-1.107004879639491e-06,-6.337623348032567,-1.107004879639491e-05,7.922043022601704
0.31,0.9090909090909091,1,1.5901512605377806,-6.360593399265001,-1.1642886122045438e-06,-6.360593399265001,-1.1642886122045438e-05,7.950756302688903
0.312,0.9090909090909091,1,1.5959314896648962,-6.383713715199173,-1.2243460410449858e-06,-6.383713715199173,-1.2243460410449858e-05,7.97965744832448
0.314,0.9090909090909091,1,1.6017496479812465,-6.406985718876124,-1.287304886457422e-06,-6.406985718876124,-1.287304886457422e-05,8.008748239906234
0.316,0.9090909090909091,1,1.6076060959903915,-6.430410850975765,-1.353298580221892e-06,-6.430410850975765,-1.353298580221892e-05,8.038030479951958
