case,phi,output,wage,capital_return,wage_bill,capital_income,regime,threshold_phi
equal_endowments,0.1,1.2195121951219512,1.2046400951814398,0.014872099940511604,1.2046400951814398,0.014872099940511604,region_1_labor_scarce,0.5
equal_endowments,0.101,1.2218933971324604,1.2066630646746361,0.015230332457824184,1.2066630646746361,0.015230332457824184,region_1_labor_scarce,0.5
equal_endowments,0.102,1.2242779208822636,1.2086838186099316,0.015594102272332138,1.2086838186099316,0.015594102272332138,region_1_labor_scarce,0.5
equal_endowments,0.103,1.2266657507562395,1.2107022944172323,0.015963456339007413,1.2107022944172323,0.015963456339007413,region_1_labor_scarce,0.5
equal_endowments,0.104,1.229056870919531,1.2127184290737512,0.016338441845779966,1.2127184290737512,0.016338441845779966,region_1_labor_scarce,0.5
equal_endowments,0.105,1.231451265316175,1.2147321591033668,0.016719106212808112,1.2147321591033668,0.016719106212808112,region_1_labor_scarce,0.5
equal_endowments,0.106,1.2338489176677292,1.2167434205760164,0.017105497091712732,1.2167434205760164,0.017105497091712732,region_1_labor_scarce,0.5
equal_endowments,0.107,1.2362498114719036,1.2187521491071285,0.01749766236477507,1.2187521491071285,0.01749766236477507,region_1_labor_scarce,0.5
equal_endowments,0.108,1.238653930001189,1.2207582798570915,0.0178956501440974,1.2207582798570915,0.0178956501440974,region_1_labor_scarce,0.5
equal_endowments,0.109,1.2410612563014884,1.2227617475307622,0.018299508770726322,1.2227617475307622,0.018299508770726322,region_1_labor_scarce,0.5
equal_endowments,0.11,1.2434717731907485,1.2247624863770106,0.018709286813737944,1.2247624863770106,0.018709286813737944,region_1_labor_scarce,0.5
equal_endowments,0.111,1.2458854632575918,1.226760430188307,0.01912503306928467,1.226760430188307,0.01912503306928467,region_1_labor_scarce,0.5
equal_endowments,0.112,1.2483023088599505,1.2287555123003477,0.019546796559602966,1.2287555123003477,0.019546796559602966,region_1_labor_scarce,0.5
equal_endowments,0.113,1.2507222921237013,1.2307476655917198,0.01997462653198165,1.2307476655917198,0.01997462653198165,region_1_labor_scarce,0.5
equal_endowments,0.114,1.2531453949413027,1.2327368224836124,0.020408572457690267,1.2327368224836124,0.020408572457690267,region_1_labor_scarce,0.5
equal_endowments,0.115,1.255571598970431,1.234722914939564,0.020848684030866906,1.234722914939564,0.020848684030866906,region_1_labor_scarce,0.5
equal_endowments,0.116,1.2580008856326235,1.2367058744652584,0.021295011167365173,1.2367058744652584,0.021295011167365173,region_1_labor_scarce,0.5
equal_endowments,0.117,1.2604332361119166,1.2386856321083572,0.021747604003559504,1.2386856321083572,0.021747604003559504,region_1_labor_scarce,0.5
equal_endowments,0.118,1.2628686313534918,1.240662118458383,0.022206512895108676,1.240662118458383,0.022206512895108676,region_1_labor_scarce,0.5
equal_endowments,0.119,1.265307052062324,1.2426352636466471,0.022671788415676863,1.2426352636466471,0.022671788415676863,region_1_labor_scarce,0.5
equal_endowments,0.12,1.2677484787018256,1.2446049973462143,0.023143481355611423,1.2446049973462143,0.023143481355611423,region_1_labor_scarce,0.5
equal_endowments,0.121,1.270192891492502,1.2465712487719245,0.023621642720577533,1.2465712487719245,0.023621642720577533,region_1_labor_scarce,0.5
equal_endowments,0.122,1.2726402704106046,1.248533946680456,0.02410632373014864,1.248533946680456,0.02410632373014864,region_1_labor_scarce,0.5
equal_endowments,0.123,1.2750905951867881,1.2504930193704358,0.024597575816352423,1.2504930193704358,0.024597575816352423,region_1_labor_scarce,0.5
equal_endowments,0.124,1.277543845304771,1.252448394682599,0.02509545062217172,1.252448394682599,0.02509545062217172,region_1_labor_scarce,0.5
equal_endowments,0.125,1.28,1.2544,0.0256,1.2544,0.0256,region_1_labor_scarce,0.5
equal_endowments,0.126,1.282459038258318,1.2563477622482675,0.02611127601005071,1.2563477622482675,0.02611127601005071,region_1_labor_scarce,0.5
equal_endowments,0.127,1.284920938814635,1.258291607895915,0.026629330918720082,1.258291607895915,0.026629330918720082,region_1_labor_scarce,0.5
equal_endowments,0.128,1.2873856801516026,1.2602314629546998,0.02715421719690288,1.2602314629546998,0.02715421719690288,region_1_labor_scarce,0.5
equal_endowments,0.129,1.289853240498296,1.2621672529800354,0.027685987518260638,1.2621672529800354,0.027685987518260638,region_1_labor_scarce,0.5
equal_endowments,0.13,1.2923235978288963,1.2640989030714547,0.02822469475744165,1.2640989030714547,0.02822469475744165,region_1_labor_scarce,0.5
equal_endowments,0.131,1.2947967298613792,1.266026337873127,0.028770391988252483,1.266026337873127,0.028770391988252483,region_1_labor_scarce,0.5
equal_endowments,0.132,1.2972726140562083,1.267949481574428,0.029323132481780298,1.267949481574428,0.029323132481780298,region_1_labor_scarce,0.5
equal_endowments,0.133,1.2997512276150347,1.2698682579105691,0.029882969704465627,1.2698682579105691,0.029882969704465627,region_1_labor_scarce,0.5
equal_endowments,0.134,1.3022325474793988,1.2717825901632738,0.03044995731612488,1.2717825901632738,0.03044995731612488,region_1_labor_scarce,0.5
equal_endowments,0.135,1.304716550329441,1.2736924011615187,0.031024149167922323,1.2736924011615187,0.031024149167922323,region_1_labor_scarce,0.5
equal_endowments,0.136,1.3072032125826154,1.2755976132823248,0.031605599300290804,1.2755976132823248,0.031605599300290804,region_1_labor_scarce,0.5
equal_endowments,0.137,1.30969251039241,1.2774981484516093,0.03219436194080078,1.2774981484516093,0.03219436194080078,region_1_labor_scarce,0.5
equal_endowments,0.138,1.312184419647075,1.279393928145098,0.03279049150197734,1.279393928145098,0.03279049150197734,region_1_labor_scarce,0.5
equal_endowments,0.139,1.314678915968353,1.2812848733892888,0.033394042579064205,1.2812848733892888,0.033394042579064205,region_1_labor_scarce,0.5
equal_endowments,0.14,1.3171759747102214,1.2831709047624864,0.03400506994773491,1.2831709047624864,0.03400506994773491,region_1_labor_scarce,0.5
equal_endowments,0.141,1.3196755709576358,1.285051942395886,0.034623628561749935,1.285051942395886,0.034623628561749935,region_1_labor_scarce,0.5
equal_endowments,0.142,1.3221776795252855,1.2869279059747256,0.03524977355055989,1.2869279059747256,0.03524977355055989,region_1_labor_scarce,0.5
